start,start.date.local,start.time.local,study.code,aggregation.seconds,group.name,cage.name,animals.cage.quantity,light.cycle,movement.mean.per_cage.cm_s.hour,wheel_occupancy.mean.per_cage.s.hour,food_occupancy.mean.per_cage.s.hour,water_occupancy.mean.per_cage.s.hour
2024-06-06 00:00:00+00:00,2024-06-05,19:00:00,GEN3Bridge,3600,Vehicle,C2,3,Dark,5.922275354154077,0.0,0.0,0.8304205362078496
2024-06-06 00:00:00+00:00,2024-06-05,19:00:00,GEN3Bridge,3600,Vehicle,C3,3,Dark,8.4717916419844,0.0,0.0,0.9335163073521282
2024-06-06 00:00:00+00:00,2024-06-05,19:00:00,GEN3Bridge,3600,Caffeine 16 mpk,C1,3,Dark,8.404339346777109,0.0,0.0,0.7945418739635157
2024-06-06 00:00:00+00:00,2024-06-05,19:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A2,3,Dark,8.602472968785179,0.0,0.0,0.8907043946932006
2024-06-06 00:00:00+00:00,2024-06-05,19:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A3,3,Dark,7.349750006867574,0.0,0.0,0.7572631288004422
2024-06-06 00:00:00+00:00,2024-06-05,19:00:00,GEN3Bridge,3600,Caffeine 16 mpk,B3,3,Dark,7.844080991014963,0.0,0.0,0.8872915975677169
2024-06-06 01:00:00+00:00,2024-06-05,20:00:00,GEN3Bridge,3600,Vehicle,A1,3,Dark,7.1474551442888785,0.0,0.0,0.9550869264787175
2024-06-06 01:00:00+00:00,2024-06-05,20:00:00,GEN3Bridge,3600,Vehicle,B1,3,Dark,7.125851979913329,0.0,0.0,0.9835855444997236
2024-06-06 01:00:00+00:00,2024-06-05,20:00:00,GEN3Bridge,3600,Vehicle,C2,3,Dark,6.746093118523307,0.0,0.0,0.8245085682697623
2024-06-06 01:00:00+00:00,2024-06-05,20:00:00,GEN3Bridge,3600,Vehicle,C3,3,Dark,8.084270256695138,0.0,0.0,0.9554422332780541
2024-06-06 01:00:00+00:00,2024-06-05,20:00:00,GEN3Bridge,3600,Caffeine 16 mpk,C1,3,Dark,7.564080630172848,0.0,0.0,0.7201015754560531
2024-06-06 01:00:00+00:00,2024-06-05,20:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A2,3,Dark,6.239737587740974,0.0,0.0,0.3615098120508568
2024-06-06 01:00:00+00:00,2024-06-05,20:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A3,3,Dark,6.554532011832751,0.0,0.0,0.6996153952459923
2024-06-06 01:00:00+00:00,2024-06-05,20:00:00,GEN3Bridge,3600,Caffeine 16 mpk,B3,3,Dark,7.6601983009511905,0.0,0.0,0.936732034273079
2024-06-06 02:00:00+00:00,2024-06-05,21:00:00,GEN3Bridge,3600,Vehicle,A1,3,Dark,6.355799862355455,0.0,0.0,0.6826069651741293
2024-06-06 02:00:00+00:00,2024-06-05,21:00:00,GEN3Bridge,3600,Vehicle,B1,3,Dark,6.777674476978917,0.0,0.0,0.8423438363736871
2024-06-06 02:00:00+00:00,2024-06-05,21:00:00,GEN3Bridge,3600,Vehicle,C2,3,Dark,6.4177358777321505,0.0,0.0,0.8561962410171365
2024-06-06 02:00:00+00:00,2024-06-05,21:00:00,GEN3Bridge,3600,Vehicle,C3,3,Dark,7.7725852872206325,0.0,0.0,0.8427776395798784
2024-06-06 02:00:00+00:00,2024-06-05,21:00:00,GEN3Bridge,3600,Caffeine 16 mpk,C1,3,Dark,7.3763871470927125,0.0,0.0,0.7555813985627419
2024-06-06 02:00:00+00:00,2024-06-05,21:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A2,3,Dark,6.428991258141504,0.0,0.0,0.40495425649530126
2024-06-06 02:00:00+00:00,2024-06-05,21:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A3,3,Dark,7.193368745895241,0.0,0.0,0.5420642620232172
2024-06-06 02:00:00+00:00,2024-06-05,21:00:00,GEN3Bridge,3600,Caffeine 16 mpk,B3,3,Dark,7.577582700192115,0.0,0.0,0.9705706191265893
2024-06-06 03:00:00+00:00,2024-06-05,22:00:00,GEN3Bridge,3600,Vehicle,A1,3,Dark,6.851036101329787,0.0,0.0,0.6682114427860697
2024-06-06 03:00:00+00:00,2024-06-05,22:00:00,GEN3Bridge,3600,Vehicle,B1,3,Dark,4.721291608544535,0.0,0.0,0.4723297401879491
2024-06-06 03:00:00+00:00,2024-06-05,22:00:00,GEN3Bridge,3600,Vehicle,C2,3,Dark,5.584239642952521,0.0,0.0,0.5860743504698729
2024-06-06 03:00:00+00:00,2024-06-05,22:00:00,GEN3Bridge,3600,Vehicle,C3,3,Dark,5.7828267493533705,0.0,0.0,0.49820342730790496
2024-06-06 03:00:00+00:00,2024-06-05,22:00:00,GEN3Bridge,3600,Caffeine 16 mpk,C1,3,Dark,6.1067634638731985,0.0,0.0,0.5498112216694306
2024-06-06 03:00:00+00:00,2024-06-05,22:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A2,3,Dark,6.969473827702926,0.0,0.0,0.49808291873963517
2024-06-06 03:00:00+00:00,2024-06-05,22:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A3,3,Dark,5.287114673064014,0.0,0.0,0.36948396904367053
2024-06-06 03:00:00+00:00,2024-06-05,22:00:00,GEN3Bridge,3600,Caffeine 16 mpk,B3,3,Dark,6.099733715244321,0.0,0.0,0.9742133775566612
2024-06-06 04:00:00+00:00,2024-06-05,23:00:00,GEN3Bridge,3600,Vehicle,A1,3,Dark,5.709885167469257,0.0,0.0,0.47975608070757325
2024-06-06 04:00:00+00:00,2024-06-05,23:00:00,GEN3Bridge,3600,Vehicle,B1,3,Dark,6.867913415982837,0.0,0.0,0.9904579878385849
2024-06-06 04:00:00+00:00,2024-06-05,23:00:00,GEN3Bridge,3600,Vehicle,C2,3,Dark,3.544611067835451,0.0,0.0,0.6884250967385296
2024-06-06 04:00:00+00:00,2024-06-05,23:00:00,GEN3Bridge,3600,Vehicle,C3,3,Dark,3.2764210489896883,0.0,0.0,0.2022891100055279
2024-06-06 04:00:00+00:00,2024-06-05,23:00:00,GEN3Bridge,3600,Caffeine 16 mpk,C1,3,Dark,2.110149736919483,0.0,0.0,0.18528883360972911
2024-06-06 04:00:00+00:00,2024-06-05,23:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A2,3,Dark,6.060779940484925,0.0,0.0,0.7864074074074074
2024-06-06 04:00:00+00:00,2024-06-05,23:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A3,3,Dark,4.782533161105742,0.0,0.0,0.4274434770591487
2024-06-06 04:00:00+00:00,2024-06-05,23:00:00,GEN3Bridge,3600,Caffeine 16 mpk,B3,3,Dark,5.782123042391223,0.0,0.0,0.8410758706467661
2024-06-06 05:00:00+00:00,2024-06-06,00:00:00,GEN3Bridge,3600,Vehicle,A1,3,Dark,4.1898633068332005,0.0,0.0,0.21190851299060257
2024-06-06 05:00:00+00:00,2024-06-06,00:00:00,GEN3Bridge,3600,Vehicle,B1,3,Dark,4.488381708941545,0.0,0.0,0.6702779159756772
2024-06-06 05:00:00+00:00,2024-06-06,00:00:00,GEN3Bridge,3600,Vehicle,C2,3,Dark,3.267260278045957,0.0,0.0,0.9393041735765616
2024-06-06 05:00:00+00:00,2024-06-06,00:00:00,GEN3Bridge,3600,Vehicle,C3,3,Dark,3.6714537067774224,0.0,0.0,0.4622954671088999
2024-06-06 05:00:00+00:00,2024-06-06,00:00:00,GEN3Bridge,3600,Caffeine 16 mpk,C1,3,Dark,3.032129935242081,0.0,0.0,0.3443204809286899
2024-06-06 05:00:00+00:00,2024-06-06,00:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A2,3,Dark,6.550672156275368,0.0,0.0,0.8464141791044776
2024-06-06 05:00:00+00:00,2024-06-06,00:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A3,3,Dark,1.1571083489088048,0.0,0.0,0.09601948590381426
2024-06-06 05:00:00+00:00,2024-06-06,00:00:00,GEN3Bridge,3600,Caffeine 16 mpk,B3,3,Dark,5.5995009321812175,0.0,0.0,1.1051885019347707
2024-06-06 06:00:00+00:00,2024-06-06,01:00:00,GEN3Bridge,3600,Vehicle,A1,3,Dark,4.0044776933144135,0.0,0.0,0.3024249585406302
2024-06-06 06:00:00+00:00,2024-06-06,01:00:00,GEN3Bridge,3600,Vehicle,B1,3,Dark,3.353888546326628,0.0,0.0,0.1633714759535655
2024-06-06 06:00:00+00:00,2024-06-06,01:00:00,GEN3Bridge,3600,Vehicle,C2,3,Dark,3.55821796149081,0.0,0.0,0.9365751796572692
2024-06-06 06:00:00+00:00,2024-06-06,01:00:00,GEN3Bridge,3600,Vehicle,C3,3,Dark,4.542170263318377,0.0,0.0,0.5953629076838032
2024-06-06 06:00:00+00:00,2024-06-06,01:00:00,GEN3Bridge,3600,Caffeine 16 mpk,C1,3,Dark,2.9241759004609085,0.0,0.0,0.204202045328911
2024-06-06 06:00:00+00:00,2024-06-06,01:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A2,3,Dark,2.984383342740981,0.0,0.0,0.1872014925373134
2024-06-06 06:00:00+00:00,2024-06-06,01:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A3,3,Dark,3.1581307935517677,0.0,0.0,0.1632927031509121
2024-06-06 06:00:00+00:00,2024-06-06,01:00:00,GEN3Bridge,3600,Caffeine 16 mpk,B3,3,Dark,3.589717902596312,0.0,0.0,0.9914806522940852
2024-06-06 07:00:00+00:00,2024-06-06,02:00:00,GEN3Bridge,3600,Vehicle,A1,3,Dark,3.484925815183793,0.0,0.0,0.4375829187396351
2024-06-06 07:00:00+00:00,2024-06-06,02:00:00,GEN3Bridge,3600,Vehicle,B1,3,Dark,3.85815599926291,0.0,0.0,0.18940284687672748
2024-06-06 07:00:00+00:00,2024-06-06,02:00:00,GEN3Bridge,3600,Vehicle,C2,3,Dark,3.953253165540352,0.0,0.0,0.7954427860696517
2024-06-06 07:00:00+00:00,2024-06-06,02:00:00,GEN3Bridge,3600,Vehicle,C3,3,Dark,5.459392361985583,0.0,0.0,0.7686535378662244
2024-06-06 07:00:00+00:00,2024-06-06,02:00:00,GEN3Bridge,3600,Caffeine 16 mpk,C1,3,Dark,2.3502968554283927,0.0,0.0,0.06281315644002211
2024-06-06 07:00:00+00:00,2024-06-06,02:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A2,3,Dark,7.278510464502584,0.0,0.0,0.8893761746821448
2024-06-06 07:00:00+00:00,2024-06-06,02:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A3,3,Dark,3.471488947093507,0.0,0.0,0.44483554449972357
2024-06-06 07:00:00+00:00,2024-06-06,02:00:00,GEN3Bridge,3600,Caffeine 16 mpk,B3,3,Dark,3.0777763111482166,0.0,0.0,0.9368870923161968
2024-06-06 08:00:00+00:00,2024-06-06,03:00:00,GEN3Bridge,3600,Vehicle,A1,3,Dark,4.486011546006409,0.0,0.0,0.5668352681039248
2024-06-06 08:00:00+00:00,2024-06-06,03:00:00,GEN3Bridge,3600,Vehicle,B1,3,Dark,3.87166706742657,0.0,0.0,0.5179701492537313
2024-06-06 08:00:00+00:00,2024-06-06,03:00:00,GEN3Bridge,3600,Vehicle,C2,3,Dark,3.1816779809595697,0.0,0.0,0.6384883913764511
2024-06-06 08:00:00+00:00,2024-06-06,03:00:00,GEN3Bridge,3600,Vehicle,C3,3,Dark,4.09499884199413,0.0,0.0,0.7848782476506356
2024-06-06 08:00:00+00:00,2024-06-06,03:00:00,GEN3Bridge,3600,Caffeine 16 mpk,C1,3,Dark,3.324712578213599,0.0,0.0,0.3009738805970149
2024-06-06 08:00:00+00:00,2024-06-06,03:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A2,3,Dark,6.371562656425926,0.0,0.0,0.4616717799889442
2024-06-06 08:00:00+00:00,2024-06-06,03:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A3,3,Dark,6.18760170348933,0.0,0.0,0.7542980928689883
2024-06-06 08:00:00+00:00,2024-06-06,03:00:00,GEN3Bridge,3600,Caffeine 16 mpk,B3,3,Dark,3.6220375514186016,0.0,0.0,1.0299206744057492
2024-06-06 09:00:00+00:00,2024-06-06,04:00:00,GEN3Bridge,3600,Vehicle,A1,3,Dark,2.9771854706094527,0.0,0.0,0.143007048092869
2024-06-06 09:00:00+00:00,2024-06-06,04:00:00,GEN3Bridge,3600,Vehicle,B1,3,Dark,2.2534389644551043,0.0,0.0,0.14937175234936428
2024-06-06 09:00:00+00:00,2024-06-06,04:00:00,GEN3Bridge,3600,Vehicle,C2,3,Dark,3.975925332449353,0.0,0.0,0.7475989496959646
2024-06-06 09:00:00+00:00,2024-06-06,04:00:00,GEN3Bridge,3600,Vehicle,C3,3,Dark,5.264350529929404,0.0,0.0,0.8299361525704809
2024-06-06 09:00:00+00:00,2024-06-06,04:00:00,GEN3Bridge,3600,Caffeine 16 mpk,C1,3,Dark,2.5675132260744213,0.0,0.0,0.21544637921503593
2024-06-06 09:00:00+00:00,2024-06-06,04:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A2,3,Dark,8.095679155022417,0.0,0.0,0.579947484798231
2024-06-06 09:00:00+00:00,2024-06-06,04:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A3,3,Dark,4.628101020291305,0.0,0.0,0.6663825317855169
2024-06-06 09:00:00+00:00,2024-06-06,04:00:00,GEN3Bridge,3600,Caffeine 16 mpk,B3,3,Dark,7.3916267801838815,0.0,0.0,1.1932081260364842
2024-06-06 10:00:00+00:00,2024-06-06,05:00:00,GEN3Bridge,3600,Vehicle,A1,3,Dark,3.2308878255897286,0.0,0.0,0.10772318960751796
2024-06-06 10:00:00+00:00,2024-06-06,05:00:00,GEN3Bridge,3600,Vehicle,B1,3,Dark,2.6724472927255163,0.0,0.0,0.1613902708678828
2024-06-06 10:00:00+00:00,2024-06-06,05:00:00,GEN3Bridge,3600,Vehicle,C2,3,Dark,3.0867627056502287,0.0,0.0,0.658497512437811
2024-06-06 10:00:00+00:00,2024-06-06,05:00:00,GEN3Bridge,3600,Vehicle,C3,3,Dark,4.381824020153778,0.0,0.0,0.4295536207849641
2024-06-06 10:00:00+00:00,2024-06-06,05:00:00,GEN3Bridge,3600,Caffeine 16 mpk,C1,3,Dark,0.9720553621754661,0.0,0.0,0.03380527915975677
2024-06-06 10:00:00+00:00,2024-06-06,05:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A2,3,Dark,8.562278365162848,0.0,0.0,0.6987215312327253
2024-06-06 10:00:00+00:00,2024-06-06,05:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A3,3,Dark,5.9105037717407924,0.0,0.0,0.6997624378109453
2024-06-06 10:00:00+00:00,2024-06-06,05:00:00,GEN3Bridge,3600,Caffeine 16 mpk,B3,3,Dark,7.387350495565189,0.0,0.0,1.0599657269209508
2024-06-06 11:00:00+00:00,2024-06-06,06:00:00,GEN3Bridge,3600,Vehicle,A1,3,Light,3.2560846981406026,0.0,0.0,0.2831730237700387
2024-06-06 11:00:00+00:00,2024-06-06,06:00:00,GEN3Bridge,3600,Vehicle,B1,3,Light,6.174155229223215,0.0,0.0,0.4185755942509674
2024-06-06 11:00:00+00:00,2024-06-06,06:00:00,GEN3Bridge,3600,Vehicle,C2,3,Light,5.49502583811738,0.0,0.0,0.952332504145937
2024-06-06 11:00:00+00:00,2024-06-06,06:00:00,GEN3Bridge,3600,Vehicle,C3,3,Light,2.454881724582817,0.0,0.0,0.27539054726368156
2024-06-06 11:00:00+00:00,2024-06-06,06:00:00,GEN3Bridge,3600,Caffeine 16 mpk,C1,3,Light,3.441533901486214,0.0,0.0,0.2585339966832504
2024-06-06 11:00:00+00:00,2024-06-06,06:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A2,3,Light,13.128220697303865,0.0,0.0,1.0443587617468215
2024-06-06 11:00:00+00:00,2024-06-06,06:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A3,3,Light,6.249965226176863,0.0,0.0,0.6402690713101161
2024-06-06 11:00:00+00:00,2024-06-06,06:00:00,GEN3Bridge,3600,Caffeine 16 mpk,B3,3,Light,6.635177370005646,0.0,0.0,0.8584376727473741
2024-06-06 12:00:00+00:00,2024-06-06,07:00:00,GEN3Bridge,3600,Vehicle,A1,3,Light,3.3888170699371667,0.0,0.0,0.2815601160862355
2024-06-06 12:00:00+00:00,2024-06-06,07:00:00,GEN3Bridge,3600,Vehicle,B1,3,Light,1.3671069026623337,0.0,0.0,0.02248852957435047
2024-06-06 12:00:00+00:00,2024-06-06,07:00:00,GEN3Bridge,3600,Vehicle,C2,3,Light,3.667064582832584,0.0,0.0,0.7023383084577115
2024-06-06 12:00:00+00:00,2024-06-06,07:00:00,GEN3Bridge,3600,Vehicle,C3,3,Light,3.8514730021018444,0.0,0.0,0.42839303482587066
2024-06-06 12:00:00+00:00,2024-06-06,07:00:00,GEN3Bridge,3600,Caffeine 16 mpk,C1,3,Light,0.3084963094257351,0.0,0.0,0.005304173576561636
2024-06-06 12:00:00+00:00,2024-06-06,07:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A2,3,Light,10.330989404727973,0.0,0.0,0.826062050856827
2024-06-06 12:00:00+00:00,2024-06-06,07:00:00,GEN3Bridge,3600,Caffeine 16 mpk,A3,3,Light,5.643356148754891,0.0,0.0,0.43907987838584855
2024-06-06 12:00:00+00:00,2024-06-06,07:00:00,GEN3Bridge,3600,Caffeine 16 mpk,B3,3,Light,3.3362020233200935,0.0,0.0,0.6901318407960199
2024-06-06 13:00:00+00:00,2024-06-06,08:00:00,GEN3Bridge,3600,Vehicle,A1,3,Light,0.2858547471438536,0.0,0.0,0.007115118850193477
